Name,MapperID,World,Type,Etat,SubEtat,Flag,DES,ETA,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands,LocalCommands
Big pick to the top,MS_stabup,Cave,57,0,8,,23,5,28,18,0,0,10,254,False,,,,20_1_0_255_33_255
,,Cake,60,0,0,,13,12,80,96,0,0,8,254,False,,9_29_73_73_73_9_29,11_0_8_0_5_7_19_1_11_2_0_200_8_0_5_0_19_1_24_0_11_1_8_0_5_7_19_1_11_3_1_200_8_0_5_0_19_1_24_1_11_4_8_2_5_1_20_1_0_254_24_2_11_5_8_0_5_2_20_1_0_0_24_3_11_6_8_1_5_21_24_4_11_7_17_0_0_26_5_24_6_33_255,
Punching clown,MS_ubi_big,Cake,60,0,0,,13,12,80,96,0,0,8,254,False,,,,11_0_8_0_5_7_19_1_11_2_0_200_8_0_5_0_19_1_12_2_11_1_8_0_5_7_19_1_11_3_1_200_8_0_5_0_19_1_12_3_11_4_8_2_5_1_20_1_0_254_12_7_11_5_8_0_5_2_20_1_0_0_12_7_11_6_8_1_5_21_12_7_11_7_17_0_0_15_2_12_3_33_255
,,Cake,61,0,0,,14,13,80,96,0,0,4,255,False,,9_31_83_83_83_9_31,11_0_8_0_5_7_19_1_11_2_0_200_2_1_8_0_5_0_19_1_24_0_11_1_8_0_5_7_19_1_11_3_1_200_2_1_8_0_5_0_19_1_24_1_11_4_8_2_5_1_20_1_0_254_24_2_11_5_8_0_5_2_20_1_0_0_24_3_11_6_8_0_5_22_19_1_8_1_5_0_24_4_11_7_17_0_0_26_5_24_6_33_255,
Bubble throwing clown,MS_ubi_wat,Cake,61,0,0,,14,13,80,96,0,0,4,255,False,,,,11_0_8_0_5_7_19_1_11_2_0_200_2_1_8_0_5_0_19_1_12_2_11_1_8_0_5_7_19_1_11_3_1_200_2_1_8_0_5_0_19_1_12_3_11_4_8_2_5_1_20_1_0_254_12_7_11_5_8_0_5_2_20_1_0_0_12_7_11_6_8_0_5_22_19_1_8_1_5_0_12_7_11_7_17_0_0_15_2_12_3_33_255
,,Cake,62,2,0,,28,24,64,80,64,0,0,254,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Cake,62,2,0,Always,28,24,64,80,64,0,0,254,False,,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
Steady cloud that goes to the right,MS_nua_bloc_right,Jungle,63,0,1,,18,16,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Jungle,63,0,1,,18,16,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Jungle,63,0,1,,18,16,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Jungle,63,0,1,,18,16,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Jungle,63,0,1,,18,16,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Jungle,63,0,1,,18,16,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
,,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_0_23_2_33_255,
Steady cloud that goes to the right,MS_nua_bloc_right,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Music,63,0,1,,13,12,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Music,63,0,1,,13,12,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
Horizontal cloud that goes to the right,MS_sic5,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal cloud that goes to the left,MS_sicx,Music,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
,,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_0_0_23_2_33_255,
,,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_0_0_23_2_33_255,
,,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_32_23_1_11_99_20_1_0_0_23_2_33_255,
,,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255,
,,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_0_23_2_33_255,
,,Mountain,63,0,1,,12,11,64,0,6,0,0,0,True,,71_9_17_25_33_41_49_57_65,2_10_23_0_11_0_5_10_11_99_20_1_16_0_23_1_11_99_20_1_16_240_23_2_11_99_20_1_0_240_23_3_11_99_20_1_240_240_23_4_11_99_20_1_240_0_23_5_11_99_20_1_240_16_23_6_11_99_20_1_0_16_23_7_11_99_20_1_16_16_23_8_33_255,
Steady cloud that goes to the right,MS_nua_bloc_right,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Mountain,63,0,1,,12,11,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Mountain,63,0,1,,12,11,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
Horizontal cloud that goes to the right,MS_nu5,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal cloud that goes to the left,MS_nuax,Mountain,63,0,1,,12,11,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
,,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_0_0_23_2_33_255,
,,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_0_23_2_33_255,
Steady cloud that goes to the right,MS_nua_bloc_right,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Image,63,0,1,,14,13,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Image,63,0,1,,14,13,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
Horizontal cloud that goes to the right,MS_gat5,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal cloud that goes to the left,MS_gatx,Image,63,0,1,,14,13,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
,,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_0_0_23_2_33_255,
,,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_0_23_2_33_255,
,,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255,
Steady cloud that goes to the right,MS_nua_bloc_right,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Cave,63,0,1,,13,12,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Cave,63,0,1,,13,12,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
Horizontal cloud that goes to the right,MS_nu5,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal cloud that goes to the left,MS_nuax,Cave,63,0,1,,13,12,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
,,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_0_0_23_2_33_255,
,,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_0_0_23_2_33_255,
Steady cloud that goes to the right,MS_nua_bloc_right,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes to the left,MS_nua_bloc_left,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes up,MS_nua_bloc_up,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_8_33_255
Steady cloud that goes down,MS_nua_bloc_down,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_8_33_255
Cyclical following cloud,MS_nua_suiveur,Cake,63,0,1,,15,14,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_16_6_26_11_99_20_1_0_16_6_26_11_99_20_1_16_16_6_26_33_255
Following cloud,MS_nua_suiveur2,Cake,63,0,1,,15,14,64,0,6,0,0,0,True,,,,2_10_6_26_11_0_5_10_11_99_20_1_16_0_6_26_11_99_20_1_16_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_240_240_6_26_11_99_20_1_240_0_6_26_11_99_20_1_240_240_6_26_11_99_20_1_0_240_6_26_11_99_20_1_16_240_6_26_33_255
Horizontal cloud that goes to the right,MS_gat5,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal cloud that goes to the left,MS_gatx,Cake,63,0,1,,15,14,64,0,12,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
,,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255,
,,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_224_23_1_11_99_20_1_0_32_23_2_33_255,
,,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_32_0_23_1_11_99_20_1_224_0_23_2_33_255,
,,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_0_32_23_1_11_99_20_1_0_224_23_2_33_255,
Pencil sharpener going to the right,MS_taille5,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Pencil sharpener going to the left,MS_taille5bis,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
Pencil sharpener going down,MS_taille6,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_224_6_8_33_255
Pencil sharpener going up,MS_taille6bis,Image,63,0,11,,11,8,80,80,4,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_32_6_8_33_255
,,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,23_9_17,2_10_23_0_11_0_5_10_11_99_20_1_224_0_23_1_11_99_20_1_32_0_23_2_33_255,
Horizontal water lily that goes to the right,MS_ne5,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_224_0_6_8_33_255
Horizontal water lily that goes to the left,MS_ne6,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_32_0_6_8_33_255
Steady water lily that goes to the right,MS_nen_stop_right,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_32_0_6_8_11_99_20_1_0_0_6_0_33_255
Steady water lily that goes to the left,MS_nen_stop_left,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_224_0_6_8_11_99_20_1_0_0_6_0_33_255
Steady water lily that goes up,MS_nen_stop_up,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_224_6_8_11_99_20_1_0_0_6_0_33_255
Steady water lily that goes down,MS_nen_stop_down,Jungle,63,0,16,,16,14,40,0,18,0,0,0,True,,,,2_10_6_8_11_0_5_10_11_99_20_1_0_32_6_8_11_99_20_1_0_0_6_0_33_255
,,Mountain,65,1,0,,20,17,80,96,48,0,4,2,False,,77_9_77_27_97,11_0_8_0_5_1_19_1_11_1_0_200_25_0_19_1_24_1_11_2_8_0_5_1_19_1_11_3_1_200_25_2_19_1_24_3_11_5_8_0_5_5_19_1_5_2_19_1_5_3_19_1_5_4_19_1_14_11_6_2_1_8_0_5_2_19_1_5_3_19_1_5_4_19_1_14_11_4_8_0_5_0_14_11_7_8_0_5_6_19_1_19_1_19_1_14_11_8_2_254_24_4_33_255,
Spider,MS_spi,Mountain,65,1,0,,20,17,80,96,48,0,4,2,False,,,,11_0_8_0_5_1_19_1_11_1_0_200_13_4_19_1_12_1_11_2_8_0_5_1_19_1_11_3_1_200_13_4_19_1_12_3_11_5_8_0_5_5_19_1_5_2_19_1_5_3_19_1_5_4_19_1_14_11_6_2_1_8_0_5_2_19_1_5_3_19_1_5_4_19_1_14_11_4_8_0_5_0_14_11_7_8_0_5_6_19_1_19_1_19_1_14_11_8_2_254_12_8_33_255
Spider,MS_spi,Cave,65,1,0,,18,18,80,96,48,0,4,2,False,,,,11_0_8_0_5_1_19_1_11_1_0_200_13_4_19_1_12_1_11_2_8_0_5_1_19_1_11_3_1_200_13_4_19_1_12_3_11_5_8_0_5_5_19_1_5_2_19_1_5_3_19_1_5_4_19_1_14_11_6_2_1_8_0_5_2_19_1_5_3_19_1_5_4_19_1_14_11_4_8_0_5_0_14_11_7_8_0_5_6_19_1_19_1_19_1_14_11_8_2_254_12_8_33_255
,,Mountain,66,0,9,,20,17,64,80,16,0,0,0,False,,1_7,11_0_0_100_23_0_11_1_1_100_23_1_33_255,
,always,Mountain,66,0,9,Always,20,17,64,80,16,0,0,0,False,Spider,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,always,Cave,66,0,9,Always,18,18,64,80,16,0,0,0,False,Spider,,,11_0_0_100_6_4_11_1_1_100_6_4_33_255
,,Jungle,67,0,2,,16,14,0,0,25,8,0,0,True,,,2_254_33_255,
Flower spring,MS_plt,Jungle,67,0,2,,16,14,0,0,25,8,0,0,True,,,,2_254_33_255
,,Mountain,69,2,2,,13,12,80,96,80,3,2,255,False,,,2_254_33_255,
Big bounce lava rock,MS_sto3,Mountain,69,2,2,,13,12,80,96,80,3,2,255,False,,,,2_254_33_255
,,Cave,69,2,2,,25,13,80,96,80,3,2,255,False,,,2_254_33_255,
Big bounce lava rock,MS_sto3,Cave,69,2,2,,25,13,80,96,80,3,2,255,False,,,,2_254_33_255
,,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,11_25_7,1_1_11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_23_2_33_255,
,,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,9_23,11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_33_255,
,,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,9_23,11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_33_255,
,,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,11_25_7,1_1_11_8_11_2_11_3_8_0_5_0_19_4_23_0_11_4_8_2_5_1_20_1_0_253_30_200_23_1_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_23_2_33_255,
Steady blowing trumpet,MS_UBI_trp,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,11_0_8_0_5_3_19_1_11_2_0_200_8_0_5_0_19_4_12_2_11_1_8_0_5_3_19_1_11_3_1_200_8_0_5_0_19_4_12_3_11_4_8_2_5_1_20_1_0_253_12_7_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_8_1_5_0_12_7_11_8_8_0_5_0_11_7_17_0_0_15_2_12_3_33_255
Steady drawing up trumpet,MS_UBI_trp2,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,11_0_8_0_5_3_19_1_11_2_0_200_8_0_5_0_19_4_12_2_11_1_8_0_5_3_19_1_11_3_1_200_8_0_5_0_19_4_12_3_11_4_8_2_5_1_20_1_0_253_12_7_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_8_1_5_0_12_7_11_8_8_0_5_0_11_7_17_0_0_15_2_12_3_33_255
Steady blowing trumpet on the left,MS_UBI_trp3,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,11_8_11_2_11_3_8_0_5_0_19_4_6_20_11_4_8_2_5_1_20_1_0_253_30_200_6_20_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_33_255
Steady drawing up trumpet to the right,MS_UBI_trp4,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,11_8_11_2_11_3_8_0_5_0_19_4_6_20_11_4_8_2_5_1_20_1_0_253_30_200_6_20_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_33_255
Steady blowing trumpet on the right,MS_UBI_trp5,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,1_1_11_8_11_2_11_3_8_0_5_0_19_4_6_22_11_4_8_2_5_1_20_1_0_253_30_200_6_22_11_5_8_0_5_2_19_1_19_1_11_6_8_0_5_5_19_1_6_4_33_255
Steady drawing up trumpet to the left,MS_UBI_trp6,Music,70,0,0,,12,11,80,92,48,0,2,254,False,,,,1_1_11_8_11_2_11_3_8_0_5_0_19_4_6_22_11_4_8_2_5_1_20_1_0_253_30_200_6_22_11_5_8_0_5_6_19_1_19_1_11_6_8_0_5_8_19_1_6_4_33_255
,always,Image,75,0,-1,Always,25,23,112,0,0,0,0,0,False,,,,33_255
,always,Cake,75,0,-1,Always,29,25,112,0,0,0,0,0,False,,,,33_255
,,Image,75,0,0,,25,23,112,0,0,0,0,0,False,,,,
,,Cake,75,0,0,,29,25,112,0,0,0,0,0,False,,,,
,,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 2,MS_ubi_kildoor2,All,76,10,1,,2,1,0,0,0,0,0,254,False,,,,33_255
,,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
Killdoor size 1,MS_ubi_kildoor,All,76,10,2,,2,1,0,0,0,0,0,254,False,,,,33_255
,,All,76,10,3,,2,1,0,0,0,0,0,254,False,,,,
